ReportingEntityAspect,CalendarPeriodAspect,Concept,FactValue,Units,Rounding,FactID,Sequence
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryAmount,0,iso4217:USD,INF,FACTa07b55e6,17594
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryCurrency,iso4217:USD,,,FACT3f1cce41,17601
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryCurrency,iso4217:USD,,,FACT39b5a220,17600
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryCurrency,iso4217:USD,,,FACT782b96da,17602
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryCurrency,iso4217:USD,,,FACT31a49912,17604
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryCurrency,iso4217:USD,,,FACT61d83199,17607
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryCurrency,iso4217:USD,,,FACTa677b561,17603
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryCurrency,iso4217:USD,,,FACT63530141,17606
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryCurrency,iso4217:USD,,,FACTe28dd10d,17609
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryCurrency,iso4217:USD,,,FACT045fef61,17605
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryCurrency,iso4217:USD,,,FACT9071ad5f,17608
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryCurrency,iso4217:USD,,,FACT6a58a6e6,17610
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryCurrency,iso4217:USD,,,FACT64124a29,17612
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryCurrency,iso4217:USD,,,FACTad192e48,17614
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryCurrency,iso4217:USD,,,FACT4000f59f,17615
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryCurrency,iso4217:USD,,,FACT35d8ecec,17616
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryCurrency,iso4217:USD,,,FACT86250ef8,17611
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryCurrency,iso4217:USD,,,FACT32c33b07,17613
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryCurrency,iso4217:USD,,,FACTd6f8ce9a,17617
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryCurrency,iso4217:USD,,,FACT656a32de,17618
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryCurrency,iso4217:USD,,,FACTd244c2e6,17620
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryCurrency,iso4217:USD,,,FACT3047c502,17619
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryCurrency,iso4217:USD,,,FACT99095965,17622
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryCurrency,iso4217:USD,,,FACT1bf3f0ac,17621
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryCurrency,iso4217:USD,,,FACTcd86040f,17624
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryCurrency,iso4217:USD,,,FACTb34caeee,17623
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryDescription,Investment by owner to open a lemonade stand.,,,FACT6f184573,17535
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryCurrency,iso4217:USD,,,FACTe483a6d3,17629
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryCurrency,iso4217:USD,,,FACT70fe2656,17626
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryCurrency,iso4217:USD,,,FACT266bd87b,17625
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryCurrency,iso4217:USD,,,FACT07d9f604,17628
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryCurrency,iso4217:USD,,,FACT467f5b3d,17627
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryDescription,Investment by owner to open a lemonade stand.,,,FACTd94fb272,17534
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryDescription,Sales on account.,,,FACT935f46af,17544
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryDescription,Payment for  contractor to work the lemonade stand.,,,FACT9d11d5fc,17543
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryDescription,Purchase of lemons to put intoinventory on account.,,,FACTa7d2f94b,17540
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryDescription,Long term borrowing to purchase refrigerator.,,,FACT1991cb54,17536
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryDescription,Purchase of refrigerator  using cash from additional borrowings.,,,FACT0bf4b0e7,17538
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryDescription,Long term borrowing to purchase refrigerator.,,,FACT590d36ce,17537
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryDescription,Purchase of lemons to put intoinventory on account.,,,FACTc067d8f9,17541
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryDescription,Purchase of refrigerator  using cash from additional borrowings.,,,FACT73439c24,17539
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryDescription,Payment for  contractor to work the lemonade stand.,,,FACTdba6cc30,17542
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryDescription,Sales on account.,,,FACTcce98bcd,17545
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryDescription,Payment of accounts payable.,,,FACT89f75a0c,17550
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryDescription,Costs related to sales on account.,,,FACT7d39fd3a,17546
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryDescription,Payment of accounts payable.,,,FACTc364b2b0,17551
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryDescription,Collection of accounts receivable.,,,FACTaa0c72c1,17548
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryDescription,Costs related to sales on account.,,,FACTc326a8e2,17547
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryDescription,Collection of accounts receivable.,,,FACTe2b60232,17549
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryDescription,Closing entry. Inventory write offs, adjust to physical.,,FACT2dc03ba1,17558
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryDescription,Payment of long term debt including accrued interest.,,,FACT001ede2b,17554
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryDescription,Payment of long term debt including accrued interest.,,,FACT4ca93b3c,17553
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryDescription,Accrual of interest on debt.,,,FACT19b46033,17556
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryDescription,Payment of long term debt including accrued interest.,,,FACTda06685f,17552
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryDescription,Payment of long term debt including accrued interest.,,,FACTec1cc5bb,17555
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryDescription,Accrual of interest on debt.,,,FACTbfb2dad9,17557
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryDescription,Closing entry. Depreciation and amortization expensed.,,,FACT95c7304b,17560
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryDescription,Closing entry.  Book taxes.,,,FACT1ae4cbef,17565
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryDescription,Closing entry.  Book taxes.,,,FACT3e3cd3f4,17564
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryDescription,Closing entry. Inventory write offs, adjust to physical.,,FACTebf8c88f,17559
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryDescription,Closing entry. Depreciation and amortization expensed.,,,FACTe00082f1,17561
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryDescription,Closing entry. Write of of PPE.,,,FACT4563ae32,17562
30810137d58f76b84afd | http://xbrlsite.com/id,2024-01-01 | 2024-12-31,gl:EntryDescription,Closing entry. Write of of PPE.,,,FACT7c86f38f,17563
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2024-01-01 | 2024-12-31,mini:CostsOfSales,0,iso4217:USD,INF,FACT288dabb3,18015
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2024-01-01 | 2024-12-31,mini:Sales,8000,iso4217:USD,INF,FACTa0d07b03,18010
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2024-01-01 | 2024-12-31,coa:SalesOnAccount,8000,iso4217:USD,INF,FACT418f0a8e,18008
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2024-01-01 | 2024-12-31,coa:SalesOnAccount,0,iso4217:USD,INF,FACTbc0e6533,18009
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2024-01-01 | 2024-12-31,mini:Sales,0,iso4217:USD,INF,FACT55a7aa5a,18011
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2024-01-01 | 2024-12-31,ekg:GeneralExpenses,0,iso4217:USD,INF,FACT540bb633,18016
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2024-01-01 | 2024-12-31,mini:CostsOfSales,5300,iso4217:USD,INF,FACTc87ec59a,18014
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2024-01-01 | 2024-12-31,coa:CostsOfGoodsSold,0,iso4217:USD,INF,FACTe99ec235,18013
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2024-01-01 | 2024-12-31,coa:CostsOfGoodsSold,5300,iso4217:USD,INF,FACTa1aa4bec,18012
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2024-01-01 | 2024-12-31,ekg:GeneralExpenses,0,iso4217:USD,INF,FACT44d0b061,18017
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2024-01-01 | 2024-12-31,mini:SalesGeneralAndAdministrativeExpenses,0,iso4217:USD,INF,FACT0d3d6960,18018
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2024-01-01 | 2024-12-31,mini:InterestExpense,150,iso4217:USD,INF,FACT0bd02f46,18022
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2024-01-01 | 2024-12-31,coa:DepreciationAndAmortizationExpenses,100,iso4217:USD,INF,FACTc86b9deb,18024
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2024-01-01 | 2024-12-31,coa:OtherNonoperatingExpenses,0,iso4217:USD,INF,FACT57a19f29,18021
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2024-01-01 | 2024-12-31,mini:DepreciationAndAmortization,100,iso4217:USD,INF,FACT7fcb250c,18026
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2024-01-01 | 2024-12-31,mini:InterestExpense,0,iso4217:USD,INF,FACT33cd574e,18023
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2024-01-01 | 2024-12-31,mini:SalesGeneralAndAdministrativeExpenses,0,iso4217:USD,INF,FACTe2a19be3,18019
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2024-01-01 | 2024-12-31,coa:OtherNonoperatingExpenses,150,iso4217:USD,INF,FACTc6d6ed83,18020
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2024-01-01 | 2024-12-31,coa:DepreciationAndAmortizationExpenses,0,iso4217:USD,INF,FACTd7fca738,18025
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2024-01-01 | 2024-12-31,mini:DepreciationAndAmortization,0,iso4217:USD,INF,FACT96cfe679,18027
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2024-01-01 | 2024-12-31,coa:ProvisionForIncomeTaxes,0,iso4217:USD,INF,FACT0a7c5883,18033
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2024-01-01 | 2024-12-31,coa:ProvisionForIncomeTaxes,400,iso4217:USD,INF,FACT8483c071,18032
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2024-01-01 | 2024-12-31,coa:PropertyAndEquipmentWrittenOff,0,iso4217:USD,INF,FACT113e0f12,18028
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2024-01-01 | 2024-12-31,mini:GainLossOnSalePropertyPlantEquipment,0,iso4217:USD,INF,FACTa377e616,18030
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2024-01-01 | 2024-12-31,mini:GainLossOnSalePropertyPlantEquipment,0,iso4217:USD,INF,FACTef63496f,18031
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2024-01-01 | 2024-12-31,coa:PropertyAndEquipmentWrittenOff,0,iso4217:USD,INF,FACTe2891dc0,18029
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2024-01-01 | 2024-12-31,mini:IncomeTaxExpenseBenefit,400,iso4217:USD,INF,FACT50dc7d33,18034
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2024-01-01 | 2024-12-31,mini:IncomeTaxExpenseBenefit,0,iso4217:USD,INF,FACTa4a53478,18035
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/24,mini:CashAndCashEquivalents,10850,iso4217:USD,INF,FACTb0d66b46,18070
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/24,coa:BankOfAmericaGeneralChecking,1000,iso4217:USD,INF,FACT2f26506c,18064
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/24,coa:PettyCash,850,iso4217:USD,INF,FACT41c0f1ce,18068
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/24,coa:PayrollImprest,9000,iso4217:USD,INF,FACTfc9f88bb,18066
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/24,mini:CashAndCashEquivalents,0,iso4217:USD,INF,FACT42686bc4,18071
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/24,coa:BankOfAmericaGeneralChecking,0,iso4217:USD,INF,FACT23ad8cf6,18065
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/24,coa:PettyCash,0,iso4217:USD,INF,FACT54133798,18069
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/24,coa:PayrollImprest,0,iso4217:USD,INF,FACTcce64f49,18067
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/24,coa:AccountsReceivable,0,iso4217:USD,INF,FACT84411685,18108
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/24,coa:InventoriesOnHand,2700,iso4217:USD,INF,FACTbc5f7f59,18112
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/24,coa:InventoriesOnHand,0,iso4217:USD,INF,FACT37859de2,18113
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/24,coa:AccountsReceivable,0,iso4217:USD,INF,FACTf167049f,18109
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/24,mini:TradeReceivables,0,iso4217:USD,INF,FACTdb153877,18111
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/24,mini:Inventories,0,iso4217:USD,INF,FACT88f42baf,18115
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/24,mini:TradeReceivables,0,iso4217:USD,INF,FACT971db80c,18110
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/24,coa:FurnitureAndFixtures,900,iso4217:USD,INF,FACTf5884622,18260
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/24,mini:Inventories,2700,iso4217:USD,INF,FACT05bde895,18114
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/24,mini:PropertyPlantAndEquipment,900,iso4217:USD,INF,FACTa59cd98b,18262
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/24,mini:PropertyPlantAndEquipment,0,iso4217:USD,INF,FACT13c95371,18263
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/24,coa:AccountsPayable,1000,iso4217:USD,INF,FACTfb8b39a4,18264
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/24,mini:LongtermDebt,1000,iso4217:USD,INF,FACTcc6b22be,18270
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/24,coa:FurnitureAndFixtures,0,iso4217:USD,INF,FACT66f2eb81,18261
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/24,mini:TradePayables,1000,iso4217:USD,INF,FACT35e3623b,18266
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/24,coa:AccountsPayable,0,iso4217:USD,INF,FACTf58b1be5,18265
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/24,mini:TradePayables,0,iso4217:USD,INF,FACT3a2bfa41,18267
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/24,coa:NotePayableToBankOfAmerica,1000,iso4217:USD,INF,FACT6780d932,18268
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/24,coa:RetainedEarnings,2050,iso4217:USD,INF,FACT9c327b48,18272
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/23,coa:BankOfAmericaGeneralChecking,0,iso4217:USD,INF,FACT21617198,18815
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/24,mini:RetainedEarnings,2050,iso4217:USD,INF,FACTe0da513d,18274
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/24,mini:LongtermDebt,0,iso4217:USD,INF,FACTcf802afb,18271
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/23,coa:PayrollImprest,0,iso4217:USD,INF,FACT3f598ea5,18817
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/24,coa:NotePayableToBankOfAmerica,0,iso4217:USD,INF,FACTbdd5096c,18269
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/24,coa:RetainedEarnings,0,iso4217:USD,INF,FACT69c0bb28,18273
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/23,coa:BankOfAmericaGeneralChecking,0,iso4217:USD,INF,FACT95b2cd66,18814
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/24,mini:RetainedEarnings,0,iso4217:USD,INF,FACT8ac7c7d9,18275
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/23,coa:PayrollImprest,0,iso4217:USD,INF,FACT9f559c6c,18816
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/23,coa:PettyCash,0,iso4217:USD,INF,FACT83c6c3b0,18818
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/23,mini:TradeReceivables,0,iso4217:USD,INF,FACT202ff4e6,18825
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/23,mini:TradeReceivables,0,iso4217:USD,INF,FACTab1cb0d9,18824
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/23,mini:CashAndCashEquivalents,0,iso4217:USD,INF,FACT819dd9d8,18820
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/23,coa:PettyCash,0,iso4217:USD,INF,FACTc1129458,18819
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/23,coa:InventoriesOnHand,0,iso4217:USD,INF,FACT5c0cc019,18826
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/23,coa:AccountsReceivable,0,iso4217:USD,INF,FACTe8e46ea7,18823
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/23,mini:CashAndCashEquivalents,0,iso4217:USD,INF,FACTf32c6401,18821
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/23,coa:AccountsReceivable,0,iso4217:USD,INF,FACT23fe1652,18822
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/23,mini:Inventories,0,iso4217:USD,INF,FACTcf6b2ecf,18829
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/23,coa:FurnitureAndFixtures,0,iso4217:USD,INF,FACT90c9b2cc,18831
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/23,coa:FurnitureAndFixtures,0,iso4217:USD,INF,FACTb2a17889,18830
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/23,mini:PropertyPlantAndEquipment,0,iso4217:USD,INF,FACT599c8826,18832
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/23,coa:InventoriesOnHand,0,iso4217:USD,INF,FACT40c4a836,18827
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/23,coa:AccountsPayable,0,iso4217:USD,INF,FACT812d9299,18834
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/23,mini:Inventories,0,iso4217:USD,INF,FACTb74b4521,18828
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/23,mini:TradePayables,0,iso4217:USD,INF,FACT24621ade,18836
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/23,mini:PropertyPlantAndEquipment,0,iso4217:USD,INF,FACTde6afcbc,18833
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/23,coa:RetainedEarnings,0,iso4217:USD,INF,FACTcfae830d,18843
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/23,coa:AccountsPayable,0,iso4217:USD,INF,FACT857912e1,18835
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/23,mini:TradePayables,0,iso4217:USD,INF,FACT85774951,18837
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/23,mini:LongtermDebt,0,iso4217:USD,INF,FACTa9ba43a2,18841
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/23,mini:LongtermDebt,0,iso4217:USD,INF,FACT4d9e937b,18840
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/23,coa:NotePayableToBankOfAmerica,0,iso4217:USD,INF,FACT69ff88dc,18838
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/23,mini:RetainedEarnings,0,iso4217:USD,INF,FACT76dc3c19,18844
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/23,coa:NotePayableToBankOfAmerica,0,iso4217:USD,INF,FACT2c9aa11a,18839
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/23,coa:RetainedEarnings,0,iso4217:USD,INF,FACT6137c585,18842
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/23,mini:RetainedEarnings,0,iso4217:USD,INF,FACT9c760c40,18845
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/24,ekg:RealAccountsCheckSum,0,iso4217:USD,INF,FACTefae0bd0,18265
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2024-01-01 | 2024-12-31,ekg:TemporaryAccountsCheckSum,-2050,iso4217:USD,INF,FACTe434ccec,18266
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/24,ekg:AccruedExpenses,400,iso4217:USD,INF,FACT4bd6b0dc,18270
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/24,ekg:PaidInCapital,10000,iso4217:USD,INF,FACT4ec72e61,18268
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/23,ekg:AccruedExpenses,0,iso4217:USD,INF,,18849
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/23,ekg:PaidInCapital,0,iso4217:USD,INF,,18850
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/23,ekg:RealAccountsCheckSum,0,iso4217:USD,INF,,18851
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/24,ekg:AccruedExpenses,400,iso4217:USD,INF,FACTdd016c4f,18880
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/24,ekg:AccruedExpenses,0,iso4217:USD,INF,FACT18efde08,18881
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/23,ekg:AccruedExpenses,0,iso4217:USD,INF,FACTf4c5a103,18882
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/23,ekg:AccruedExpenses,0,iso4217:USD,INF,FACT726357d9,18883
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/24,mini:AccruedExpenses,400,iso4217:USD,INF,FACT13604187,18884
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/24,mini:AccruedExpenses,0,iso4217:USD,INF,FACTb902f58a,18885
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/23,mini:AccruedExpenses,0,iso4217:USD,INF,FACT656f15d7,18886
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/23,mini:AccruedExpenses,0,iso4217:USD,INF,FACTa1ee7271,18887
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/24,ekg:PaidInCapital,10000,iso4217:USD,INF,FACTa1cf1da3,18916
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/24,ekg:PaidInCapital,0,iso4217:USD,INF,FACT6c793f01,18917
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/23,ekg:PaidInCapital,0,iso4217:USD,INF,FACT07ae8930,18918
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/23,ekg:PaidInCapital,0,iso4217:USD,INF,FACT76697b6e,18919
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/24,mini:PaidInCapital,10000,iso4217:USD,INF,FACTb9a4eb65,18920
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/24,mini:PaidInCapital,0,iso4217:USD,INF,FACT813bbec8,18921
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/23,mini:PaidInCapital,0,iso4217:USD,INF,FACT4e6410ab,18922
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/23,mini:PaidInCapital,0,iso4217:USD,INF,FACTec4b5020,18923
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/24,fac:Assets,14450,iso4217:USD,INF,FACTa8a60099,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/24,fac:NoncurrentAssets,900,iso4217:USD,INF,FACT18a74b24,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/24,fac:Liabilities,2400,iso4217:USD,INF,FACTc1810829,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/24,fac:CurrentAssets,13550,iso4217:USD,INF,FACT1fbbc19d,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/24,fac:CurrentLiabilities,1400,iso4217:USD,INF,FACTc4d14f37,
